username,time_posted,title,price,description,status
awatchauthority,last year,Replacement Strap For Apple Watch - Nylon,15,Brand New - Third Party- Replacement Strap for Apple Watch. Good for series 1/ series 2/ series 3/ series 4   Nylon   Colour- White/ Light Grey/ light brown Small Stripes  Available 38mm / 40mm 42mm/ 44mm  Check out my listings for other cool items!  Tags: apple watch iwatch apple watch rubber silic,New
brock101,9 months ago,Apple Watch series 4 44mm tempered glass screen protector,12,Bnib Ready instock,New
mobile.solutions,8 months ago,Apple Watch Series 4 (40MM) Full Adhesive Tempered Glass,12.90,* Brand new * Price is fixed * Self collect at Hougang Mrt / Shop or top up for postage services  Features:  ✔️ 9H Surface Hardness ✔️ Oleophobic Coating ✔️ Optical Clarity  ✔️ Enhanced delicate touch sensitivity ✔️ Ease of use ✔️ Anti-Shatter Glass ✔️ High contrast coating ✔️ Prevent the screen fro,New
towkaynew,4 years ago,Sale! LEGO 70813 - Rescue Reinforcements by towkaynew Singapore,124,"Everything is Awesome! From The LEGO Movie series!   This set is exclusive to Toys R Us!  Brand new and sealed with no price tag and minimal creasing from USA!  Buy more save more! Search: ⭐""towkaynew bricks"" for all my LEGO set listings ⭐""towkaynew gears"" for all my LEGO technic gear listings  PM m",
currentsense,8 months ago,Brand New Leather Loop Single Tour Band (Blue/White) for Apple Watch Series 1/2/3 (38MM & 42MM) Series 4 (40MM & 44MM),40,Brand New In Package Leather Loop (White &amp; Blue Single Tour Band) for Apple Watch Series 1/2/3 (38MM &amp; 42MM) Series 4 (40MM &amp; 44MM) ,New
littlegifties,9 months ago,"(Brand New) The Human Body [Shine-a-Light]   By: Carron Brown, Rachael Saunders [Hardcover]  For Ages: 4+ years old",16,"Discover the secrets of the human body with this beautiful new Shine-a-Light title. Children can see muscles flex as a football is kicked, watch food travel through the digestive system as an apple is eaten, and take a peek at the skeleton holding a small boy upright while his height is measured. Sl",New
macateer,2 years ago,Apple Watch Sports Band Straps Many Colors Available for 38mm & 42mm,15,"Brand New and in Sealed Package! Exactly 100% like the real thing!  Colors Available and Size (See Color Chart): • 38mm: Black (No. 1), White (No. 2), Red (No. 6), Lavender (No. 7), Light Pink (No. 8), Light Grey (No. 10), Navy Blue (No. 9), Baby Blue (No. 15), Yellow (No. 20) &amp; Bright Pink (No. 21)",New
currentsense,7 months ago,Brand New TPU Full Case for Apple Watch Series 4 (40MM),12,Brand New Full Case (Soft TPU) for Apple Watch Series 4 (40MM),New
currentsense,7 months ago,Brand New Hibiscus Nylon Strap for Apple Watch Series 4 (44MM/40MM) Series 3/2/1 (42MM/38MM),20,Brand New Hibiscus Color Nylon Sport Loop for Apple Watch Series 4 (44MM/40MM) Series 3/2/1 (42MM/38MM),New
currentsense,8 months ago,Brand New In Package Black Stainless Steel Milanese Loop for Apple Watch Series 4 (44MM & 40MM) Series 3/2/1 (42MM & 38MM),35,Brand New In Package Black Stainless Steel Milanese Loop for Apple Watch Series 4 (44MM &amp; 40MM) Series 3/2/1 (42MM &amp; 38MM),New
kool_sam,last year,"#EndgameYourExcess Silicon Apple Watch Straps for Series 1, 2, & 3",5,"PRICE REDUCED to SELL, U.P. $8 NOW $5 Please scroll down, all available colors &amp; sizes are listed below, list is updated regularly.  Sport Silicone Band For Apple Watch Series, 38mm &amp; 42mm, 40mm &amp; 44mm Fits Apple Watch Series 1, 2, 3 &amp; 4: The new Apple Watch Series 4 features a larger display thanks",New
kool_sam,last year,"#EndgameYourExcess Silicon Apple Watch Straps for Series 1, 2, & 3",5,"PRICE REDUCED to SELL, U.P. $8 NOW $5 Please scroll down, all available colors &amp; sizes are listed below, list is updated regularly.  Sport Silicone Band For Apple Watch Series, 38mm &amp; 42mm, 40mm &amp; 44mm Fits Apple Watch Series 1, 2, 3 &amp; 4: The new Apple Watch Series 4 features a larger display thanks",New
kool_sam,last year,"#EndgameYourExcess Silicon Apple Watch Straps for Series 1, 2, & 3",5,"PRICE REDUCED to SELL, U.P. $8 NOW $5 Please scroll down, all available colors &amp; sizes are listed below, list is updated regularly.  Sport Silicone Band For Apple Watch Series, 38mm &amp; 42mm, 40mm &amp; 44mm Fits Apple Watch Series 1, 2, 3 &amp; 4: The new Apple Watch Series 4 features a larger display thanks",New
kool_sam,last year,"#EndgameYourExcess Silicon Apple Watch Straps for Series 1, 2, & 3",5,"PRICE REDUCED to SELL, U.P. $8 NOW $5 Please scroll down, all available colors &amp; sizes are listed below, list is updated regularly.  Sport Silicone Band For Apple Watch Series, 38mm &amp; 42mm, 40mm &amp; 44mm Fits Apple Watch Series 1, 2, 3 &amp; 4: The new Apple Watch Series 4 features a larger display thanks",New
koestoer,5 days ago,Apple Watch Series 4,730,Brand new Apple Watch Series 4 + Cellular Space Grey 44mm,New
chinsein88,5 days ago,Apple Watch Case 44mm,3.50,For Apple Watch series 4 44mm only. Best protection with screen covered.,New
_anoop,3 days ago,Apple Watch Series 4 Nike sport band 44mm,640,Brand new Apple Watch Series 4 Nike + sport band.   44mm Silver colour ,New
sombir.singh,4 days ago,Apple Watch series- 4,"1,150","Hi, I’m selling new Apple Watch Series 4 44mm Stainless street  Local set  Warranty not activated  Apple care + Contact me  82212001  ",New
strapatelier,yesterday,Apple Watch Adapter (Black),7,"Now you have the freedom to switch and interchange your Apple watch with any of our straps!   Simply purchase the right adapter for your Apple watch series, you can bring out the versatility for your smart device!  Lug sizes 38/40 is equivalent to 22mm straps Lug sizes 42/44 is equivalent to 24mm st",New
mary1980,6 days ago,Apple watch case,12,"Compatible for Apple Watch Series 4 Case Screen Protector 44mm &amp; 40mm Soft Slim Full-Around Protective for iWatch 4 Clear TPU Cover   * TPU material with transparent design make your watch show its true color clearly, you can hardly feel the clear case on your watch.   * Designed Specifically for Ap",New
mainzsq,New Carouseller,Ultra Thin Protective Clear Case for Apple Watch 38/40/42/44mm,9.90,"Designed Specifically for Apple Watch Series 1, 2, 3 or 4, sizes 38/40/42/44mm  Protects your watch from bumps and scratches.  Access to all controls, buttons, sensors and Apple watch features",New
behappy1314,4 days ago,Apple Watch UV Nano Screen Protector Tempered Glass 9H HD,9.50,"Apple Watch 4 40mm / 44mm 3D Screen Protector Tempered Full Curve Crystal Clear Premium Screen Protector.  Package Includes: 1 * 9H Tempered Glass / PET Screen Protector, 1 * Microfibre Cleaning Cloth, 1 * Alcohol Wipe  38mm / 40mm / 42mm / 44mm PET Flim $4.90 38mm / 40mm / 42mm / 44mm Tempered Glas",New
jiemingx16,5 days ago,Apple Watch Series 4 (44mm)- Space Grey (GPS Model),600,Apple Watch Series 4 (44mm) Aluminium Case  Sports Band  Space Grey  Full box unopened   -Won from a lucky draw and not a apple user ,New
only30andbelow,yesterday,INSTOCK! 360 Degree Apple Watch Case,9.90,360 degrees protection for your Apple Watch.   Compatible with all Apple Watch series.  Just let me know your model.  Apple Watch series 4. 40mm &amp; 44mm   Available in 3 different colours.   Get yours now.  ,New
harsh.chotai,13 hours ago,Apple watch series 4 ( 44mm ),550,Others,Used
linda_sales,5 days ago,Apple Watch series 4 44mm,550,"Apple Watch Series 4 44mm Silver Aluminium white sport band (GPS)  Include : Apple Watch,band, charging cable And USB power adapter  Condition : 9/10 ",Used
alwaysun,2 days ago,Apple Watch Series 4- 44mm,600,"No nego, no trade.   GPS version only",New
1kshops,3 days ago,🚚 Apple Watch Series 4 44mm,700,"Apple Watch Series 4 44mm GPS+CELLULAR $700 Black Condition 9.8/10  ROS : Rarely Used  100% Authentic Still UnderWarranty Bought in Mid May  Tags : Watch , gshock , hublot , apple product , apple watch , rolex , petek phillip , tissot , tag huer , watches ",Used
lulungjc,yesterday,Apple watch series 4 44mm,480,Space grey aluminum case with Anthracite/Black Nike sport band Condition 8.5/10 Small micro scratches on the screen due to normal usage. Only visible under bright light and up close. In great working condition.  Comes with the Nike sports band and the original apple sports band.  Reason for selling.,Used
gunpriest,7 days ago,Catalyst Impact Protection case for Apple Watch 44mm series 4,60,"Hi, I’m selling this brand new Catalyst Impact Protection case for Apple Watch 44mm series 4. Please message me to deal. Thanks.   #Apple #catalyst #watch #case #44mm",New
bhaveshkundlia,2 days ago,Apple Watch Accessories,10,Unused &amp; New Apple Watch Series 4 (44mm) Strap and dial case. Each $10  Self collect Ping me for more details.,New
gloomyxx,11 days ago,Apple Watch Series 4 (44mm),550,• Gold Aluminum Case with Pink Sand Sport Band • Condition as good as new • Used lightly  • GPS • Free stainless steel rose gold stripes • Warranty till 6 Feb 2020,Used
thewestlights,5 days ago,Apple Leather Band/Strap- Midnight Blue,80,Apple Watch strap - new  Description: 42mm Leather Loop Size: Large  Works with Apple Watch Series 3 and 4; 42mm works with 44mm case  Retails for $229.  Brand new Authentic  Selling for cheaper as item does not come in original packaging.   No nego.,New
chomel_mh,11 days ago,Apple Watch Series 4 GPS+ Cellular 44mm,759,BNIP Apple Watch Series 4 GPS+ Cellular Silver Aluminium Case White Sport Band- 44mm  Meet up available at CCK/ Chinatown. ,New
weehwk,15 days ago,[BNIB] Apple Watch Series 4 - 44mm (cellular + GPS),725,"[BNIB] Apple Watch Series 4 - 44mm (cellular + GPS)  Apple Watch Series 4 Silver Aluminium Case With White Sport Band Cellular  Alternatively, selling a $100 promo code for purchase of the Apple iWatch via singtel website @ $75  Pm if keen",New
ballonbleu,10 days ago,Original Hermes Apple Watch Strap for 42/44mm in Stunning Orange,580,"This is an authentic Hermes Apple Watch silicone strap taken off an Apple Watch Series 2 (this only came with a Series 2).  This is a one-of-a-kind strap, not available for sale in Hermes stores or anywhere else.   Color is unique and unmistakably Hermès Orange.  Fits 42mm and 44mm Apple Watch Serie",New
the_radioactive_0814,3 days ago,apple watch series 4,600,"apple watch series 4 space gray aluminum black sport band - 44mm   brand new with the original box  no cellular, gps model   no receipt, (won in a lucky draw)  no nego ",New
champ_ace1,3 days ago,"Solid Stainless Steel Metal Link Bracelet Bands Compatible for Apple Watch Series 4/3/2/1, Black",60,"Features &amp; details The metal replaceable watch band is compatible with Apple Watch 44mm series 4, 42mm series 3/2/1 smartwatch. Comfortable fit 5.9""-8.5"" (150mm-215mm) wrist, very easy to adjusting the length by the small bar tool provided  Genuine buyers will be entertained. Replies will not be giv",New
ainsimple09,14 days ago,🚚 Apple Watch series 4 44mm,540,Watches,Used
champ_ace1,5 days ago,Leather Strap (Orange) for Apple Watch,60,"Leather Band Compatible for Apple Watch 42mm 44mm, Genuine Leather Retro Vintage Wristband Compatible iWatch Series 4, Series 3, Series 2, Series 1, Sports &amp; Edition Men, Orange  Only genuine buyers will be entertained. ",New
phases,11 days ago,apple watch series 4 milanese loop,19,NOT OFFICIAL fits 44mm brand new in box no mailing for this item bc it contains magnetic material  tags: apple watch series 4 44mm iwatch accessories iphone ipad macbook ipod airpods,New
kagami,yesterday,🚚 Apple watch series 4 44mm space grey,600,"Only wore less than 5 times, selling it as I upgrade phone to huawei",Used
wontan,4 days ago,Apple Watch Series 4 44MM GPS,560,"Selling used Apple Watch Series 4 44MM GPS Alu Space Grey   No scratches at all, good as new (protective casing since day 1).  Warranty till end May 2020.  Everything in the box is included, and will provide one extra strap and charger (third party).  No extra pics, these are all I have.  This is no",Used
xxxxxxinzzzzz,yesterday,Apple Watch Series 4 44mm Cellular and WiFi,900,Apple Watch Series 44mm Cellular and WiFi Stainless Steel Milanese Loop  Stainless Steel Case Still under Apple Care till 13 Oct 2020  Retail Price of Watch: $1229 Retail Price of Apple Care: $138 Total cost: $1367,Used
frozenkopi,6 days ago,Apple Watch Series 4 - 44mm (New),"1,100",Space Black Stainless Steel Case with Space Black Milanese Loop. Bought at 1230.Complete set with box and warranty,New
pyjlll,6 days ago,Apple Watch Series 4 WiFi 44mm,200,"Price is nett   The screen crack, still can be used. Does not affect the sensitivity  Repair can be done for $258 @ Chinatown   Warranty until oct 2018  Full set with box   self collect at Jurong Point ",Used
mirarin,7 days ago,Apple Watch Series 4 44mm with cellular data,750,Brand New in Box! Interested please chat me,New
hoach,7 days ago,Apple Watch Series 4 (GPS) 44mm,450,"Selling a used Apple Watch Series 4, 44mm, Space Grey Aluminium Case, Black Sport Band.  Physical Condition: 8.5/10 (Some scratches on screen) Working Condition: 10/10 (Fully working, no problem)  Watch is still under apple warranty till September 20, 2019. Comes with full box and accessories.   Sel",Used
welcomehomecasing,3 days ago,{Instock} JANSIN Apple iwatch rugged case strap,15,"By Aoto - JANSIN. This Apple Watch Case is tough when it comes to protecting your timepiece from bumps, drops, and scrapes, but it still manages to feel great while it is on your wrist. That is all because this case is constructed from a combination of polycarbonate and soft polyurethane materials t",New
essentialbasics,7 days ago,"INSTOCK Croc Genuine Leather Apple Watch strap for series 3 42mm, series 3 38mm, series 4 40mm, series 4 44mm ALL sizes",22,✔HIGH QUALITY LEATHER MATERIAL ✔INSTOCKS ✔Genuine Leather ✔Brown Leather ✔Croc Style ✔Formal style  Chat me with your watch size to buy!  Dimensions: 38mm/40mm/42mm/44mm ⌚Able to fit Apple watches series 1-4 ALL sizes available ready stock!  ***BRAND NEW and unused***  Chat with me to buy now! (Tell,New
mary1980,2 days ago,Apple watch milanese strap,15,"Milanese Loop Magnetic Buckle Band For Apple Watch 38mm, 40mm, 42mm &amp; 44mm Stainless Steel Strap For iwatch Series 1 2 3 4 Milanese Watchband  Available stocks: 38mm &amp; 40mm - silver only 42mm &amp; 44mm- black &amp; silver only ",New
diesel1234,17 days ago,Apple Watch Series 4 glass screen protector (44mm),10,Selling a brand new Apple Watch 4 series tempered glass protector for 44mm.   Self collect at AMK/ Bishan. ,New
